iter	Logloss
130	0.415755758
131	0.4154792365
132	0.4151695527
133	0.4148176496
134	0.4146202657
135	0.4143773768
136	0.4140584311
137	0.4138718447
138	0.4135014605
139	0.4132750514
140	0.412749859
141	0.4124350146
142	0.4119974002
143	0.4117928868
144	0.4113677581
145	0.4109452112
146	0.4105420822
147	0.4101838091
148	0.4098592849
149	0.4095580587
150	0.4092486598
151	0.4090554158
152	0.4088515214
153	0.4086270005
154	0.4083363899
155	0.4080408994
156	0.4078501405
157	0.407559382
158	0.4071004028
159	0.4067765949
160	0.4065162052
161	0.406278183
162	0.4059821221
163	0.4056567643
164	0.405432213
165	0.405100745
166	0.4047084279
167	0.4045095776
168	0.4042824297
169	0.4039947571
170	0.4037464967
171	0.4035313198
172	0.4031363589
173	0.4027699833
174	0.4025534653
175	0.4022137701
176	0.4020658317
177	0.4017204369
178	0.4014840166
179	0.4011948853
180	0.4008053221
181	0.4006028369
182	0.4002952219
183	0.4001315987
184	0.399887858
185	0.399659581
186	0.3992007167
187	0.3990147235
188	0.3988530548
189	0.3987037082
190	0.3983620746
191	0.3980865595
192	0.3978037663
193	0.3975752778
194	0.3973833709
195	0.3970606202
196	0.3967372812
197	0.3965163587
198	0.3962814361
199	0.3960776857
200	0.3957035363
201	0.3953492389
202	0.395086661
203	0.3948719834
204	0.3945282336
205	0.3943106673
206	0.394030775
207	0.3936199797
208	0.3934313858
209	0.3930618194
210	0.3927509011
211	0.3926058172
212	0.392381887
213	0.3922440786
214	0.3919449768
215	0.3915843116
216	0.3912631727
217	0.3909862793
218	0.3906818907
219	0.3904767986
220	0.390263906
221	0.3901538082
222	0.389998713
223	0.3898424484
224	0.3895563391
225	0.3893189781
226	0.3891651858
227	0.3889590963
228	0.3888013458
229	0.3884005495
230	0.3880817382
231	0.3878540642
232	0.3876350005
233	0.3873612949
234	0.3871497902
235	0.386926308
236	0.3867147599
237	0.3865549527
238	0.3863321242
239	0.3860106148
240	0.385685568
241	0.3853859272
242	0.3852058524
243	0.3849912236
244	0.3847899154
245	0.3846153469
246	0.3844208265
247	0.3842783052
248	0.3840705572
249	0.3839651939
250	0.3832608455
251	0.3831377268
252	0.3829776159
253	0.3827840355
254	0.3825592315
255	0.3822350561
256	0.3820053229
257	0.3817946989
258	0.3815350233
259	0.3813322157
260	0.3811644802
261	0.3809808183
262	0.380855901
263	0.3805270261
264	0.3802532592
265	0.3800231015
266	0.3799245103
267	0.3797983388
268	0.3796376822
269	0.379147231
270	0.3788607519
271	0.3787452759
272	0.3784039414
273	0.3781458809
274	0.3779704142
275	0.3776998472
276	0.3774376217
277	0.3773400993
278	0.3770925343
279	0.376674213
280	0.3765683046
281	0.3763259618
282	0.3761480537
283	0.3758274296
284	0.3753639642
285	0.3750188202
286	0.3746731613
287	0.3744740881
288	0.3743414936
289	0.3741715946
290	0.3740127145
291	0.3736992429
292	0.3734238753
293	0.3730845396
294	0.3729266491
295	0.3726700035
296	0.3725471375
297	0.3724246997
298	0.3721214211
299	0.3719361455
300	0.3718207049
301	0.3716264962
302	0.3713866346
303	0.3711717926
304	0.3709154822
305	0.3707135401
306	0.3704751083
307	0.3702235703
308	0.3700588356
309	0.3695304296
310	0.3693892456
311	0.3692052336
312	0.3686827718
313	0.3685049782
314	0.3683367029
315	0.3678531821
316	0.3675802714
317	0.3671789881
318	0.3668733756
319	0.3666434259
320	0.3663514618
321	0.3662184227
322	0.3659380394
323	0.3657442543
324	0.3656287485
325	0.365411672
326	0.365280163
327	0.3648509977
328	0.3646669646
329	0.3644542946
330	0.3639965303
331	0.3636447663
332	0.3634431692
333	0.363029134
334	0.3626681031
335	0.3624713573
336	0.362301641
337	0.362015329
338	0.3617952051
339	0.3616619718
340	0.3613482243
341	0.3610406238
342	0.3608353618
343	0.360632148
344	0.3604762669
345	0.3599525007
346	0.3596671704
347	0.3594115911
348	0.358960703
349	0.3587631339
350	0.3585984454
351	0.3584664868
352	0.3582681899
353	0.3579886667
354	0.357873262
355	0.3576545469
356	0.3574329451
357	0.3567788465
358	0.3565873262
359	0.356150869
360	0.3559811481
361	0.3557126541
362	0.3554949658
363	0.3551821077
364	0.3549909757
365	0.354826235
366	0.3546794286
367	0.35452492
368	0.3543592967
369	0.3541879886
370	0.353944836
371	0.3536365812
372	0.3534354088
373	0.353314499
374	0.3531574654
375	0.3530237801
376	0.3527112204
377	0.3525470573
378	0.3523754931
379	0.3520267566
380	0.3518352274
381	0.3515941323
382	0.3513845861
383	0.351180215
384	0.3509096865
385	0.3507414167
386	0.3505661653
387	0.350195136
388	0.350040147
389	0.3498258724
390	0.3495962013
391	0.3493343148
392	0.3490916133
393	0.3489249716
394	0.348674259
395	0.3483025514
396	0.3480804036
397	0.3479512377
398	0.3477660256
399	0.3475646648
400	0.3473741277
401	0.3470554343
402	0.3467127666
403	0.3465358064
404	0.3463600095
405	0.3461579812
406	0.3460259249
407	0.3457558853
408	0.3455356041
409	0.3452733455
410	0.34469652
411	0.344539286
412	0.3444226648
413	0.3443081616
414	0.3441536967
415	0.3440313828
416	0.3439271931
417	0.3437795399
418	0.3436424155
419	0.343498438
420	0.3434102004
421	0.3431528812
422	0.3428882427
423	0.342553756
424	0.3423995128
425	0.3422624228
426	0.341931105
427	0.3415412366
428	0.341405136
429	0.3412749211
430	0.3411096513
431	0.3409390673
432	0.3406999406
433	0.3405650135
434	0.3403995843
435	0.3402414945
436	0.3399114239
437	0.3395658039
438	0.339407365
439	0.3391598348
440	0.3389320368
441	0.3387613421
442	0.3386243592
443	0.338421954
444	0.3379878067
445	0.3378333331
446	0.3375756136
447	0.3373323795
448	0.3371738259
449	0.3370208365
450	0.3368944586
451	0.3366723149
452	0.3364149589
453	0.3361597137
454	0.3360040696
455	0.3358437598
456	0.3357323115
457	0.3355329128
458	0.3354081403
459	0.3353063011
460	0.3350769702
461	0.3347328369
462	0.3344778904
463	0.3343467456
464	0.3340509272
465	0.3338939364
466	0.333728152
467	0.3334600535
468	0.3333059339
469	0.3331090076
470	0.3329287353
471	0.3328709239
472	0.3327420985
473	0.3326125503
474	0.3324649723
475	0.3323121853
476	0.3321090056
477	0.3319709749
478	0.331804129
479	0.3316933373
480	0.3315347892
481	0.3313726638
482	0.3312754945
483	0.3310960343
484	0.3308796748
485	0.3307965506
486	0.3306436485
487	0.3305099873
488	0.3303947958
489	0.3302993968
490	0.3301567823
491	0.3299194501
492	0.3297733528
493	0.3295692585
494	0.3294144566
495	0.3293206531
496	0.3291962984
497	0.3289273909
498	0.3287676345
499	0.3286185648
500	0.3284009185
501	0.3283247892
502	0.3281969179
503	0.3280635718
504	0.3279334288
505	0.3278419136
506	0.3277147713
507	0.3276489912
508	0.3274615183
509	0.3271638339
510	0.3269652923
511	0.326834627
512	0.3265784792
513	0.3263347377
514	0.3261325222
515	0.3259129979
516	0.3258022943
517	0.3256403193
518	0.3254379642
519	0.3253015425
520	0.3251093681
521	0.3249355864
522	0.3246163625
523	0.324415003
524	0.3242660345
525	0.3240178145
526	0.3239085249
527	0.323636505
528	0.323444929
529	0.323321398
530	0.3231475759
531	0.3230102944
532	0.3229313653
533	0.3227511055
534	0.3225839872
535	0.3224474693
536	0.3223254263
537	0.3221618909
538	0.322025594
539	0.3218864974
540	0.3217584497
541	0.3216554432
542	0.3214635239
543	0.3213397459
544	0.3212388331
545	0.3209993682
546	0.3208788283
547	0.3207568676
548	0.3206269341
549	0.3204459214
550	0.3202595229
551	0.3201042496
552	0.3198359672
553	0.3195571684
554	0.3193384404
555	0.3191055646
556	0.3189350844
557	0.3187541841
558	0.3185936133
559	0.3184375616
560	0.3182511588
561	0.3180953674
562	0.3179924117
563	0.317803052
564	0.3176967289
565	0.3175718278
566	0.3174887788
567	0.3173512308
568	0.3172143612
569	0.3170936713
570	0.3169853227
571	0.3168258697
572	0.3167362245
573	0.3166168249
574	0.3165086459
575	0.3163775525
576	0.316250145
577	0.316091579
578	0.3160210046
579	0.3159376493
580	0.315770378
581	0.3156151162
582	0.3155172527
583	0.3152905907
584	0.3149035583
585	0.3147904307
586	0.3146879541
587	0.3145193322
588	0.3144209937
589	0.3143016135
590	0.3141598574
591	0.3139451252
592	0.3137674528
593	0.3136775149
594	0.3135748588
595	0.3133748733
596	0.313202182
597	0.3131157775
598	0.312911285
599	0.3128253033
600	0.3126388779
601	0.3125061632
602	0.3123353887
603	0.3122006059
604	0.3120682203
605	0.3119197111
606	0.3118203165
607	0.3117216124
608	0.3116319408
609	0.3115180942
610	0.3114030126
611	0.3111974732
612	0.3109877711
613	0.3108696987
614	0.3106990937
615	0.3105653543
616	0.31040945
617	0.3102272697
618	0.3100803771
619	0.3099599766
620	0.3097113459
621	0.3096250181
622	0.309473703
623	0.3093182847
624	0.3091516949
625	0.3090149586
626	0.308872713
627	0.308728131
628	0.3086493853
629	0.3084844713
630	0.3083933045
631	0.308277961
632	0.3081413005
633	0.3079658286
634	0.3077795158
635	0.3075936783
636	0.3074782494
637	0.3071782054
638	0.3069812737
639	0.3068776928
640	0.3067813619
641	0.3066529725
642	0.3065713568
643	0.3064834875
644	0.3063115712
645	0.3060653665
646	0.305978096
647	0.3057921146
648	0.305683779
649	0.3055212264
650	0.3054249896
651	0.3052371072
652	0.3050577092
653	0.3049656296
654	0.3048554642
655	0.3047155279
656	0.3045807857
657	0.3044674033
658	0.3043963141
659	0.3042962931
660	0.3041198771
661	0.3040412746
662	0.3039348421
663	0.3037628498
664	0.3036431509
665	0.3035554916
666	0.3034455524
667	0.3033236695
668	0.3030944679
669	0.3029857711
670	0.3028308742
671	0.3027120782
672	0.3026189981
673	0.3024670347
674	0.302356497
675	0.3021921887
676	0.3020835692
677	0.3018645874
678	0.3017518309
679	0.3015732625
680	0.3014172398
681	0.3012034817
682	0.3010908712
683	0.3010028836
684	0.3008313818
685	0.3007077427
686	0.3005802599
687	0.3004813789
688	0.3003490664
689	0.3002399224
690	0.3001418139
691	0.2999835472
692	0.2998950571
693	0.2996784427
694	0.2995788678
695	0.2994060796
696	0.2993191197
697	0.2992048109
698	0.2991030667
699	0.2989706829
700	0.298795291
701	0.2986307095
702	0.2984769752
703	0.2983002912
704	0.298166293
705	0.2980723182
706	0.2979638121
707	0.2978819761
708	0.2977765555
709	0.2976334798
710	0.2974139005
711	0.2972464389
712	0.297136015
713	0.2970174739
714	0.2968663765
715	0.2967251078
716	0.2965458223
717	0.296347618
718	0.2962823125
719	0.2961293244
720	0.2960150974
721	0.2958293287
722	0.2957084657
723	0.2956004044
724	0.2955360562
725	0.2954021374
726	0.2953071147
727	0.2952067547
728	0.2951223282
729	0.2949570671
730	0.2948621568
731	0.2947559423
732	0.2946929333
733	0.2945452743
734	0.2944493824
735	0.2943806883
736	0.2942422096
737	0.2939982951
738	0.2939216282
739	0.2937969636
740	0.2936993073
741	0.2935689079
742	0.2934757203
743	0.2933977458
744	0.2933149515
745	0.2931648275
746	0.2930719096
747	0.2929260236
748	0.2928181488
749	0.2927101791
750	0.292577548
751	0.292385986
752	0.2922935383
753	0.2921388028
754	0.2919861967
755	0.2918891402
756	0.2917442949
757	0.2915452367
758	0.2913726765
759	0.2911987512
760	0.2911139216
761	0.2910551835
762	0.2909568501
763	0.2908438575
764	0.2907560072
765	0.2906298066
766	0.2904763731
767	0.2903734743
768	0.2902960198
769	0.2902143228
770	0.2901272186
771	0.2899734242
772	0.2898567041
773	0.2896996088
774	0.2895799922
775	0.2893552402
776	0.2892581576
777	0.289129454
778	0.2889150616
779	0.2887647281
780	0.2886150642
781	0.2885488996
782	0.2883830152
783	0.2882410761
784	0.2880796116
785	0.2879451267
786	0.287854891
787	0.2877510228
788	0.2876468189
789	0.287491619
790	0.2873933304
791	0.2872957673
792	0.287205837
793	0.2870814681
794	0.2869269602
795	0.2868706397
796	0.2867564555
797	0.2866638705
798	0.2865517472
799	0.2864860264
800	0.2863482889
801	0.2861683931
802	0.2860391862
803	0.2859458918
804	0.2858135592
805	0.2857269299
806	0.2855866926
807	0.285428796
808	0.2853529121
809	0.2851741948
810	0.2850389761
811	0.2849697634
812	0.2847999849
813	0.2847106413
814	0.2845737477
815	0.2844704143
816	0.2843416223
817	0.2842650865
818	0.2841322672
819	0.2840240458
820	0.2839207193
821	0.2837876707
822	0.2836129586
823	0.2835194253
824	0.2834103038
825	0.283305576
826	0.2831843671
827	0.2829873384
828	0.2828558215
829	0.2827526503
830	0.2826498682
831	0.2825749416
832	0.2824509243
833	0.282354048
834	0.2822769966
835	0.2821954865
836	0.2821191179
837	0.2819783426
838	0.2819063959
839	0.2818254747
840	0.2816395395
841	0.2815470071
842	0.2814723681
843	0.2812711966
844	0.2811264643
845	0.2810297358
846	0.2809119258
847	0.2808426813
848	0.2807188349
849	0.2805743542
850	0.2805004354
851	0.2803809122
852	0.2803298859
853	0.2802482341
854	0.2801329274
855	0.2800168232
856	0.2799241679
857	0.2798169142
858	0.2797223004
859	0.2796124229
860	0.2794776983
861	0.2793900948
862	0.2792774065
863	0.2791586379
864	0.27911416
865	0.2790047175
866	0.2789272319
867	0.2788186702
868	0.2787013215
869	0.2785612754
870	0.2784217567
871	0.2783239506
872	0.278203996
873	0.2780779047
874	0.2779747976
875	0.2778616157
876	0.2777525085
877	0.2776269335
878	0.2775354538
879	0.2773688929
880	0.277294232
881	0.277226751
882	0.2771261559
883	0.2769947642
884	0.276928076
885	0.2768232122
886	0.2767664884
887	0.2766799257
888	0.2765817742
889	0.2764640803
890	0.2763603393
891	0.2762479299
892	0.276139468
893	0.2760563429
894	0.2759196223
895	0.2758328225
896	0.2757378642
897	0.2756383537
898	0.2755368817
899	0.2754725898
900	0.2753936583
901	0.275322139
902	0.2752430716
903	0.2751325855
904	0.2750658829
905	0.2749923015
906	0.2748447596
907	0.2747530029
908	0.2746249525
909	0.2744867368
910	0.2743908903
911	0.2743489796
912	0.2742917425
913	0.2742324986
914	0.2741538304
915	0.274095328
916	0.2740191585
917	0.2738970461
918	0.2738032284
919	0.2737019476
920	0.2735902175
921	0.2735000782
922	0.2733964045
923	0.2733215592
924	0.273231111
925	0.2731379917
926	0.2730454912
927	0.2729446204
928	0.2728537252
929	0.2727900465
930	0.2727426257
931	0.2726443789
932	0.2725992748
933	0.2724767892
934	0.2723608736
935	0.2723081351
936	0.2722117651
937	0.2721574951
938	0.2720815988
939	0.2718866102
940	0.2718173116
941	0.2717022707
942	0.271604333
943	0.2715045365
944	0.2714595078
945	0.2713457676
946	0.2712476876
947	0.271118271
948	0.2710239347
949	0.2709487242
950	0.2708940168
951	0.2708012892
952	0.2707454979
953	0.270615159
954	0.2704654276
955	0.2703831669
956	0.2702957881
957	0.2701384328
958	0.2700555538
959	0.2699651722
960	0.2698870144
961	0.2698006967
962	0.269702436
963	0.2695707475
964	0.2695222245
965	0.2693894502
966	0.2693386676
967	0.269257251
968	0.2691739744
969	0.2691116554
970	0.2690116642
971	0.2689100118
972	0.2688207343
973	0.2687426997
974	0.2686570307
975	0.2685502816
976	0.268475688
977	0.2683858327
978	0.2682694911
979	0.2681445772
980	0.2680802121
981	0.2680037634
982	0.2679255613
983	0.267743519
984	0.2675842915
985	0.2675010176
986	0.267390841
987	0.2673264849
988	0.2672624487
989	0.2671064121
990	0.267051129
991	0.2669494496
992	0.2668289766
993	0.266764776
994	0.2666870809
995	0.2665770481
996	0.2664959747
997	0.2664267984
998	0.2663000575
999	0.2662070472
